MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,42.7950000,10.5286007,10.1741667,-0.1063173
MsgID.LOCAL_VELOCITY,42.7950000,0.0000028,0.0000478,0.0000134
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973395,37.7925759,0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.0450000,10.6107702,10.1110926,-0.0955311
MsgID.LOCAL_VELOCITY,43.0450000,0.0000003,0.0000351,0.0000116
MsgID.GLOBAL_POSITION,0.0000000,-122.3973370,37.7925766,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.2950000,10.6829109,10.3303156,-0.0874225
MsgID.LOCAL_VELOCITY,43.2950000,-0.0000056,0.0000296,0.0000118
MsgID.GLOBAL_POSITION,0.0000000,-122.3973376,37.7925764,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.5450000,10.6633301,10.2845306,-0.0838270
MsgID.LOCAL_VELOCITY,43.5450000,0.0000003,0.0000394,0.0000126
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925747,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.7950000,10.4720831,10.2215099,-0.0826102
MsgID.LOCAL_VELOCITY,43.7950000,-0.0000191,0.0000975,0.0000155
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925746,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.0450000,10.4625349,10.2215157,-0.0826501
MsgID.LOCAL_VELOCITY,44.0450000,-0.0000561,0.0001186,0.0000225
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925764,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.2960000,10.6697636,10.2212677,-0.0851066
MsgID.LOCAL_VELOCITY,44.2960000,-0.0000413,0.0000413,0.0000153
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925754,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.5460000,10.5546141,10.2215071,-0.0943555
MsgID.LOCAL_VELOCITY,44.5460000,-0.0000284,0.0001049,0.0000126
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925753,0.1100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.7960000,10.5375624,10.2215157,-0.1103130
MsgID.LOCAL_VELOCITY,44.7960000,0.0001304,0.0004055,0.0000220
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925747,0.1340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.0460000,10.4730463,10.2216988,-0.1346645
MsgID.LOCAL_VELOCITY,45.0460000,0.0000445,0.0003557,0.0000618
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925738,0.1610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.2960000,10.3723927,10.2215519,-0.1610836
MsgID.LOCAL_VELOCITY,45.2960000,0.0001101,0.0004342,0.0000313
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925744,0.1890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.5460000,10.4433031,10.2215157,-0.1897550
MsgID.LOCAL_VELOCITY,45.5460000,0.0001214,0.0004287,0.0000342
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925750,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,45.7960000,10.5113440,10.2215157,-0.2082938
MsgID.LOCAL_VELOCITY,45.7960000,0.0000069,0.0003505,-0.0000282
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925740,0.2160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,46.0460000,10.3944302,10.2215080,-0.2161949
MsgID.LOCAL_VELOCITY,46.0460000,-0.0000569,0.0002618,-0.0000060
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925759,0.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,46.2970000,10.6140690,10.2215290,-0.2092158
MsgID.LOCAL_VELOCITY,46.2970000,0.0000571,0.0003237,0.0000615
MsgID.GLOBAL_POSITION,0.0000000,-122.3973386,37.7925755,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,46.5470000,10.5700407,10.1951799,-0.1860830
MsgID.LOCAL_VELOCITY,46.5470000,-0.0000380,0.0002512,-0.0000088
MsgID.GLOBAL_POSITION,0.0000000,-122.3973380,37.7925736,0.1500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,46.7970000,10.3514318,10.2481680,-0.1503693
MsgID.LOCAL_VELOCITY,46.7970000,0.0000195,0.0003612,-0.0000312
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973380,37.7925736,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,47.0470000,10.3499680,10.2488737,-0.1064390
MsgID.LOCAL_VELOCITY,47.0470000,0.0001042,0.0004592,0.0000339
MsgID.GLOBAL_POSITION,0.0000000,-122.3973398,37.7925744,0.0550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,47.2970000,10.4407225,10.0816622,-0.0558339
MsgID.LOCAL_VELOCITY,47.2970000,0.0001305,0.0004025,0.0000240
MsgID.GLOBAL_POSITION,0.0000000,-122.3973390,37.7925745,0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,47.5480000,10.4499016,10.1519508,-0.0134784
MsgID.LOCAL_VELOCITY,47.5480000,-0.0000011,0.0000256,0.0000094
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925737,-0.0230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,47.7990000,10.3667698,10.2215157,0.0234308
MsgID.LOCAL_VELOCITY,47.7990000,0.0000062,0.0001489,-0.0000162
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925747,-0.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,48.0490000,10.4752483,10.2215176,0.0455943
MsgID.LOCAL_VELOCITY,48.0490000,-0.0000053,0.0000108,0.0000089
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925754,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,48.2990000,10.5539808,10.2217617,0.0572427
MsgID.LOCAL_VELOCITY,48.2990000,0.0000035,0.0000066,0.0000015
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925751,-0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,48.5490000,10.5211172,10.2207165,0.0567619
MsgID.LOCAL_VELOCITY,48.5490000,0.0000046,0.0000191,0.0000031
MsgID.GLOBAL_POSITION,0.0000000,-122.3973380,37.7925751,-0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,48.8000000,10.5224123,10.2427816,0.0465964
MsgID.LOCAL_VELOCITY,48.8000000,-0.0000018,0.0000068,0.0000048
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973377,37.7925760,-0.0280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,49.0500000,10.6185770,10.2712955,0.0284545
MsgID.LOCAL_VELOCITY,49.0500000,-0.0000023,0.0000214,0.0000046
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925762,-0.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,49.3000000,10.6396351,10.2226496,0.0063573
MsgID.LOCAL_VELOCITY,49.3000000,0.0000034,0.0000158,0.0000096
MsgID.GLOBAL_POSITION,0.0000000,-122.3973383,37.7925749,0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,49.5500000,10.5026712,10.2215157,-0.0226223
MsgID.LOCAL_VELOCITY,49.5500000,-0.0000594,0.0001873,0.0000162
MsgID.GLOBAL_POSITION,0.0000000,-122.3973387,37.7925756,0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,49.8010000,10.5743237,10.1870050,-0.0501042
MsgID.LOCAL_VELOCITY,49.8010000,0.0000000,0.0000000,-0.0000000
